name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Burger King,"Takeout, Seating, Wheelchair Accessible, ","Fast Food, American, ",,,,2.0,"Placa Urquinaona, 11",Spain,Catalonia,"{'latitude': '41.388477', 'longitude': '2.173136'}",https://media-cdn.tripadvisor.com/media/photo-o/19/9d/23/43/photo1jpg.jpg
Cafe Isis,,"Cafe, ","Breakfast, Lunch, Dinner, ",,,5.0,Calle Sicilia 247,Spain,Catalonia,"{'latitude': '41.40282', 'longitude': '2.171903'}",https://media-cdn.tripadvisor.com/media/photo-o/11/1d/df/5b/cafe-isis.jpg
Forn de Pa Artesa Miralles,,"Cafe, Spanish, ",,,,3.0,"Carrer de Pi i Margall, 64,08025 Barcelona",Spain,Catalonia,"{'latitude': '41.408688', 'longitude': '2.164083'}",https://media-cdn.tripadvisor.com/media/photo-o/13/75/f2/03/backerei-drinnen.jpg
Forn Degustacio Gimeno,,,,,,5.0,C/Consell de Cent 391,Spain,Catalonia,"{'latitude': '41.39449', 'longitude': '2.17007'}",
A Prop Del Cel,"Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, ","Mediterranean, Spanish, Fusion, ","Lunch, Dinner, Brunch, ",,,4.0,"Calle Irlanda Number 2 calle Irlanda, 2",Spain,Catalonia,"{'latitude': '41.4303', 'longitude': '2.186081'}",https://media-cdn.tripadvisor.com/media/photo-o/09/6b/60/2b/getlstd-property-photo.jpg
Cafeteria Lucca,,"Spanish, ",,,,4.0,Avenida Paralelo 177,Spain,Catalonia,"{'latitude': '41.37482', 'longitude': '2.15495'}",
All Day Wok,"Reservations, ","Asian, ","Lunch, Dinner, ",,All Day Wok te ofrece la m,4.5,"Carrer de Santa Fe de Nou Mexic, 4",Spain,Catalonia,"{'latitude': '41.39401', 'longitude': '2.13628'}",https://media-cdn.tripadvisor.com/media/photo-o/16/bf/26/71/local-all-day-wok-en.jpg
Bar Olimpia,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, ","Spanish, Mediterranean, ","Lunch, Dinner, ",,,4.5,"Calle Aldana, 11",Spain,Catalonia,"{'latitude': '41.3758', 'longitude': '2.16609'}",https://media-cdn.tripadvisor.com/media/photo-o/05/ca/da/08/bar-olimpia.jpg
Restaurante Tango,,"Spanish, ",,,,0.0,"Pere IV, 76",Spain,Catalonia,"{'latitude': '41.39692', 'longitude': '2.19305'}",
Petit A Petit Cafe,"Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, ","Mediterranean, Spanish, ","Breakfast, Lunch, Brunch, Drinks, ","Vegetarian Friendly, Gluten Free Options, ","The inside decoration of this cafe is inspired in nordic design and that's because the young owner of this local business really likes nordic interiors. You can taste there a large variety of delicious sandwiches, sweet pastries, squeezed juices, coffee and tea, besides the lunch formula consisting of first and second course plus dessert. Visiting this place is a foodie experience indeed. And if you fall in love with this cafe, as you might probably do, you can plan to celebrate with them your birthday, marriage aniversary, afterwork or any sort of meeting, as they can reserve the place for your event. On week evenings you can enjoy an interesting cocktail's assortment.",4.0,"Calle Sant Joanistes, 24",Spain,Catalonia,"{'latitude': '41.402527', 'longitude': '2.146856'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/d9/fe/64/cosas-ricas-que-comer.jpg
Cocktail Bar y Arte,,"International, ","Dinner, ",,,0.0,"Comte d'Urgell, 134",Spain,Catalonia,"{'latitude': '41.38508', 'longitude': '2.15491'}",
Kiosko Universal,"Street Parking, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Outdoor Seating, Seating, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, ","Seafood, Spanish, Catalan, ","Lunch, ","Vegetarian Friendly, Gluten Free Options, ",Fresh grilled fish and seafood in our modern long bar and high tables at the emblematic Mercat de la Boquer,4.5,Mercat de La Boqueria Local 691,Spain,Catalonia,"{'latitude': '41.381706', 'longitude': '2.172184'}",https://media-cdn.tripadvisor.com/media/photo-o/17/5b/25/8b/20190430-131036-largejpg.jpg
52 Cafe,"Seating, Wheelchair Accessible, ","Mediterranean, Spanish, Cafe, ","Breakfast, Lunch, Brunch, ",,"We are a bakery cafeteria, where you will find a warm and beautiful atmosphere to share with your loved ones. In 52 CAFE you have a variety of sweet products, such as our carrot cake, muffins, chocolate croissants and if you are more than salty you have our variety of sandwiches or our tasty and healthy salads for your lunch, and do not forget to try our pennies",4.5,C/Rocafort 35,Spain,Catalonia,"{'latitude': '41.377144', 'longitude': '2.156237'}",https://media-cdn.tripadvisor.com/media/photo-o/12/bc/38/11/20180423-085423-largejpg.jpg
Chips Store,,,,,,4.0,Gran Via Corts Catalanes 617,Spain,Catalonia,"{'latitude': '41.39036', 'longitude': '2.16911'}",
Bar Restaurante EL Bierzo,"Takeout, Reservations, Table Service, Seating, Serves Alcohol, ","Spanish, ","Breakfast, Lunch, ","Vegetarian Friendly, ",,4.5,"Calle Ausias March, 138",Spain,Catalonia,"{'latitude': '41.39766', 'longitude': '2.184022'}",https://media-cdn.tripadvisor.com/media/photo-o/10/17/b5/26/photo0jpg.jpg
Xocoxavi,"Accepts Mastercard, Accepts Visa, Cash Only, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, ","Cafe, Mediterranean, ","Drinks, Breakfast, Brunch, ",,,4.5,"Carrer de Wellington, 100-104",Spain,Catalonia,"{'latitude': '41.392937', 'longitude': '2.18506'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/19/65/89/pastel-artesano-con-fresas.jpg
Enrique Tomas,"Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Free Wifi, ","Mediterranean, Spanish, Deli, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ",,"It's a warm ham store designed to allow visitors to discover the world of ham in all its flavors and formats, ensuring quality products ",3.5,Rogent 19,Spain,Catalonia,"{'latitude': '41.408737', 'longitude': '2.185385'}",https://media-cdn.tripadvisor.com/media/photo-o/12/31/d9/03/cortadores-de-jamon-profesiona.jpg
Caleuche,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wheelchair Accessible, Table Service, ","Mexican, Pizza, South American, ","Late Night, ","Gluten Free Options, ",b0lzX19NaHc,4.0,"C/ Sant Pau, 116",Spain,Catalonia,"{'latitude': '41.37609', 'longitude': '2.168732'}",https://media-cdn.tripadvisor.com/media/photo-o/17/06/9d/b9/quesadillas-deliciosas.jpg
St. Germain,"Reservations, Seating, Serves Alcohol, Table Service, ","Spanish, Bar, International, Pub, ","Dinner, ","Vegetarian Friendly, ",,4.0,"Carrer Torrent de l' Olla, 113",Spain,Catalonia,"{'latitude': '41.402493', 'longitude': '2.156789'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/23/f3/4a/st-germain.jpg
La Capital,"Reservations, Seating, Wheelchair Accessible, Wine and Beer, Free Wifi, Table Service, Takeout, Outdoor Seating, Highchairs Available, Serves Alcohol, ","American, Steakhouse, Mediterranean, Spanish, European, ","Lunch, Dinner, ","Vegetarian Friendly, Gluten Free Options, ","La Capital is a restaurant dedicated to lovers of hamburgers. Although vermouth , tapas , salads and drinks also have their place in our restaurant. We look forward to see you for breakfast, lunch or dinner, but remember , what happens in La Capital remains in La Capital.",4.5,C/Floridablanca 79,Spain,Catalonia,"{'latitude': '41.379128', 'longitude': '2.159148'}",https://media-cdn.tripadvisor.com/media/photo-o/10/67/42/49/getlstd-property-photo.jpg
Mey Mey,,,"Lunch, Dinner, ",,,3.0,"Carrer de Cantabria, 7",Spain,Catalonia,"{'latitude': '41.417767', 'longitude': '2.203919'}",
Restaurante L'Ham,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Mediterranean, European, Spanish, ","Dinner, Lunch, ",,aGdlX18wcWk,4.5,Pg. del Taulat 243,Spain,Catalonia,"{'latitude': '41.40393', 'longitude': '2.21125'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/35/df/0b/photo0jpg.jpg
Organic Market Gracia,"Wheelchair Accessible, Takeout, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Seating, Serves Alcohol, ","Chinese, Fast Food, Mediterranean, Asian, ","Breakfast, Lunch, Dinner, ","Vegan Options, ","One of the most versatile spaces in the center of Barcelona, Woki Organic Market is an ecological restaurant inside a market where you can eat and buy 100",3.5,"C/ Asturies, 22",Spain,Catalonia,"{'latitude': '41.403103', 'longitude': '2.154208'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/ae/3d/b5/interior.jpg
Cal Joanic,,"Steakhouse, Mediterranean, Barbecue, ",,,,4.0,C/ Travessera de Gracia 281,Spain,Catalonia,"{'latitude': '41.4053', 'longitude': '2.16394'}",https://media-cdn.tripadvisor.com/media/photo-o/09/db/dc/ab/cal-joanic.jpg
Chesco Sal I Sucre,"Private Dining, Seating, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Reservations, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, ","Spanish, Mediterranean, European, ","Breakfast, Lunch, Drinks, Dinner, Brunch, ","Vegetarian Friendly, ",,3.5,"Bruc, 20 Ausias Marc, 19",Spain,Catalonia,"{'latitude': '41.390774', 'longitude': '2.17454'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/94/45/ce/dsc-0245-1-largejpg.jpg
Bar Mane Cafe,,"Mediterranean, Spanish, ","Breakfast, Lunch, Dinner, ",,,4.5,Floridablanca 91 Compte Borrell 76,Spain,Catalonia,"{'latitude': '41.37971', 'longitude': '2.15996'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/d0/31/c3/bar-mane-cafe.jpg
Fu Lin,,"Chinese, ",,,,3.5,Sants Montjuic,Spain,Catalonia,"{'latitude': '41.37462', 'longitude': '2.1454'}",
Bar Raim 1886,"Serves Alcohol, Table Service, Seating, Accepts Credit Cards, ","Cuban, Caribbean, ","Late Night, Drinks, ",,"Cuban Style Bar. Mojito and Rum... Bar al puro estilo Cubano, especialidad en Rones Cubanos y Mojito...",4.5,Progres 46-48,Spain,Catalonia,"{'latitude': '41.400738', 'longitude': '2.159367'}",https://media-cdn.tripadvisor.com/media/photo-o/13/c5/43/b9/bar-raim.jpg
Mamy Ildy Barcelona,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Free Wifi, ","American, Bar, ","Lunch, Dinner, Drinks, Late Night, ","Vegetarian Friendly, ",cXBMX19CQlU,4.0,Calle Floridablanca 148 Local 2,Spain,Catalonia,"{'latitude': '41.381783', 'longitude': '2.162881'}",https://media-cdn.tripadvisor.com/media/photo-o/16/c3/02/4b/hamburguesa.jpg
Fruit Express Bcn,"Takeout, ",,"Breakfast, Lunch, Dinner, ",,,4.0,C/ De la Merce Num 8,Spain,Catalonia,"{'latitude': '41.37919', 'longitude': '2.179299'}",https://media-cdn.tripadvisor.com/media/photo-o/08/1a/7f/e6/fruit-express-bcn.jpg
Cafe Gran Via,"Table Service, Reservations, ","Spanish, ","Lunch, Dinner, ",,,3.5,"Gran Via de las Cortes Catalanas, 605",Spain,Catalonia,"{'latitude': '41.38906', 'longitude': '2.16738'}",https://media-cdn.tripadvisor.com/media/photo-o/06/34/f1/5e/cafe-gran-via.jpg
Trattoria Rathaus Piazza,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Italian, Pizza, Mediterranean, European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Otto-Suhr-Allee 94,Germany,,"{'latitude': '52.51689', 'longitude': '13.309001'}",https://media-cdn.tripadvisor.com/media/photo-o/19/c6/7b/3a/photo0jpg.jpg
The Sixties Diner,"Parking Available, Street Parking, Television, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Table Service, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, ","Diner, Mexican, American, Bar, Pub, ","Late Night, Drinks, Breakfast, Lunch, Dinner, ","Vegetarian Friendly, ",,2.5,Clayallee 328 - 334 Zehlendorf,Germany,,"{'latitude': '52.43803', 'longitude': '13.263332'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/a2/8f/ee/the-sixties-diner.jpg
La Famiglia,"Reservations, Table Service, Takeout, Seating, Serves Alcohol, ","Italian, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Pistoriusstrasse 2,Germany,,"{'latitude': '52.550476', 'longitude': '13.458114'}",https://media-cdn.tripadvisor.com/media/photo-o/03/6e/29/50/la-famiglia.jpg
Little Italy - CLOSED,,,"Lunch, Dinner, ",,,0.0,Wilhelmsruher Damm 148,Germany,,"{'latitude': '52.59675', 'longitude': '13.35169'}",
Cafe Tasso,"Outdoor Seating, Seating, Table Service, ","Cafe, International, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,Frankfurter Allee 11,Germany,,"{'latitude': '52.515835', 'longitude': '13.456951'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/3f/c7/6f/photo0jpg.jpg
Restaurant Syrtaki,,"European, ",,,,4.5,Maerkische Allee 210 a,Germany,,"{'latitude': '52.54854', 'longitude': '13.547053'}",
Eiscafe Monheim,,,"Lunch, Dinner, ",,,4.0,Blissestrasse 12,Germany,,"{'latitude': '52.48514', 'longitude': '13.32012'}",https://media-cdn.tripadvisor.com/media/photo-o/14/8c/2f/93/der-kirschbecher.jpg
Yogi Haus,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Indian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ",,4.0,Belziger Str. 42,Germany,,"{'latitude': '52.48626', 'longitude': '13.35059'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/80/95/02/food-in-this-restaurant.jpg
Restaurant Neffes,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Highchairs Available, ","European, International, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,4.0,Potsdamer Str. 133,Germany,,"{'latitude': '52.497242', 'longitude': '13.361948'}",https://media-cdn.tripadvisor.com/media/photo-o/11/e2/e0/4f/img-20180115-232939-largejpg.jpg
Paz D'Alma - CLOSED,,,"Lunch, Dinner, ",,,0.0,Linienstr. 121,Germany,,"{'latitude': '52.527', 'longitude': '13.39079'}",https://media-cdn.tripadvisor.com/media/photo-o/06/c6/ef/93/paz-d-alma.jpg
China Restaurant Tian Fu,"Takeout, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Reservations, Table Service, ","Chinese, Asian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Uhlandstr. 142,Germany,,"{'latitude': '52.4949', 'longitude': '13.324061'}",https://media-cdn.tripadvisor.com/media/photo-o/14/fe/6d/b7/photo0jpg.jpg
Chay Village,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service, ","Asian, Vietnamese, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Eisenacher Str. 40 Nähe Grunewaldstraße,Germany,,"{'latitude': '52.4899', 'longitude': '13.34886'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/b3/7c/43/photo0jpg.jpg
Cafe Rossia Berlin,,"Eastern European, ","Lunch, Dinner, ",,,3.5,Stuttgarter Platz 36,Germany,,"{'latitude': '52.50511', 'longitude': '13.303118'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/26/37/a2/photo0jpg.jpg
Ming Dynastie,"Takeout, Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Chinese, Asian, ","Dinner, Lunch, Late Night, ","Vegetarian Friendly, ",,3.5,Brueckenstr. 6,Germany,,"{'latitude': '52.51367', 'longitude': '13.418446'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/01/e6/7f/photo2jpg.jpg
Focacceria,"Delivery, Takeout, Outdoor Seating, Seating, Serves Alcohol, Reservations, ","Italian, Mediterranean, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.0,Fehrbelliner Str. 24,Germany,,"{'latitude': '52.53353', 'longitude': '13.403261'}",https://media-cdn.tripadvisor.com/media/photo-o/15/39/4f/95/a-sample-of-what-they.jpg
12 Apostoli,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wine and Beer, ","Italian, Pizza, Mediterranean, European, International, ","Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Georgenstr. 2 S-Bahnboegen 177-180,Germany,,"{'latitude': '52.52051', 'longitude': '13.39416'}",
Schutzenhof - CLOSED,,,"Lunch, Dinner, ",,,0.0,Niederneuendorfer Allee 12,Germany,,"{'latitude': '52.56786', 'longitude': '13.21223'}",
i-Cafe,,"Cafe, ",,,,3.0,"Fraunhoferstr. 33-36 3. Stock, Raum FH 304/305",Germany,,"{'latitude': '52.51448', 'longitude': '13.32096'}",
Die Tagung,"Seating, ","Bar, Pub, ","Dinner, ",,,4.0,Wuehlischstr. 29,Germany,,"{'latitude': '52.50953', 'longitude': '13.45829'}",https://media-cdn.tripadvisor.com/media/photo-o/12/4b/57/c4/img-20180309-025104-086.jpg
Hong Kong Haus,"Reservations, ","Chinese, ","Lunch, Dinner, ",,,4.0,Weerthstr. 2,Germany,,"{'latitude': '52.43434', 'longitude': '13.54329'}",https://media-cdn.tripadvisor.com/media/photo-o/18/c6/c1/41/super-restaurant-das.jpg
Hoppegarten,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service, Full Bar, ","German, Bar, European, Central European, Pub, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, ",,4.0,Schlossstr. 56,Germany,,"{'latitude': '52.45349', 'longitude': '13.315'}",https://media-cdn.tripadvisor.com/media/photo-o/04/57/54/a9/kleines-fruhstuck.jpg
Karvana - CLOSED,,"Cafe, ",,,,0.0,Gabriel-Max-Str. 4,Germany,,"{'latitude': '52.51007', 'longitude': '13.45837'}",
Stiege,"Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service, ","European, Italian, ","Lunch, Dinner, ","Vegetarian Friendly, ",Phone number 0049306146816 ,4.0,Oranienstr. 47A,Germany,,"{'latitude': '52.50305', 'longitude': '13.413367'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/00/f7/51/stiege.jpg
Nea Knosso,"Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Outdoor Seating, ","Mediterranean, European, Greek, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.5,Guentzelstr. 48 Wilmersdorf,Germany,,"{'latitude': '52.49106', 'longitude': '13.327214'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/9a/a4/0c/teilansicht-rechts-vom.jpg
Phat Thai Food,,"Thai, ","Lunch, Dinner, ",,,3.5,Wilhelmsaue 110,Germany,,"{'latitude': '52.4851', 'longitude': '13.32081'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/1b/30/e9/img-20160501-165610-largejpg.jpg
Das marchenhafte Ribhouse,"Reservations, Seating, Table Service, Takeout, Serves Alcohol, ","German, ","Dinner, ",,,3.5,Alt-Karow 35,Germany,,"{'latitude': '52.61517', 'longitude': '13.48481'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/11/6c/7f/das-marchenhafte-ribhouse.jpg
Mangal 24,,,,,,4.0,Carl-Schurz-Strasse 30,Germany,,"{'latitude': '52.53701', 'longitude': '13.20322'}",
Bahamas Cocktail Bar,"Seating, Table Service, ",,,,,4.0,Pappelallee 11,Germany,,"{'latitude': '52.542927', 'longitude': '13.413911'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/5f/c0/34/bahamas-cocktail-bar.jpg
Meine Bar Ici,"Takeout, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Seating, ","Bar, Pub, ",,,"The most beautiful landscape I know is Meine Bar ici in Berlin Mitte. Enjoy fine wine and drinks and yes - you can smoke. Artists, locals and other creative crowd love this place. Coffee",5.0,Auguststr. 61,Germany,,"{'latitude': '52.52725', 'longitude': '13.39758'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/47/5a/b9/photo0jpg.jpg
